#{"t_start": 1764783648.738105, "env_id": "Gym-Gridworlds/FourRooms-Original-13x13-v0"}
r,l,t
0.609467,13,10.955825
0.940828,5,10.957288
0.64497,12,10.962002
0.556213,14,10.966662
0.940828,5,10.96809
0.544379,14,10.972329
0.810651,14,10.978166
0.272189,19,10.984464
0.100592,20,10.990875
0.733728,10,10.99395
0.798817,9,10.99759
0.088757,19,11.003613
0.497041,15,11.008884
0.692308,13,11.012798
0.64497,12,11.017407
0.35503,18,11.023451
0.940828,5,11.024975
0.83432,8,11.027586
0.64497,13,11.032203
-0.183432,21,11.038428
0.911243,6,11.041259
0.698225,15,11.045954
0.881657,9,11.049446
0.704142,12,11.053087
0.378698,15,11.057978
0.964497,4,11.059172
0.781065,11,11.062793
0.64497,12,11.066244
-0.585799,28,11.075626
0.786982,9,11.079024
-0.366864,23,11.086064
1.0,1,11.087057
0.585799,13,11.090749
-0.467456,24,11.098221
0.544379,15,11.10362
0.899408,7,11.105339
0.106509,19,11.111372
0.189349,18,11.11711
0.230769,17,11.122945
-4.455621,105,11.153751
-0.349112,25,11.161135
0.899408,7,11.163415
0.911243,6,11.187904
0.775148,12,11.192023
0.674556,11,11.195
-0.017751,21,11.203908
-0.04142,21,11.212011
0.869822,9,11.216089
0.47929,16,11.223449
0.568047,14,11.228712
0.195266,17,11.234646
0.414201,15,11.240863
0.39645,17,11.249559
0.674556,14,11.256359
0.982249,3,11.259063
0.656805,12,11.263592
0.609467,12,11.269419
-3.213018,87,11.311241
0.195266,20,11.318181
0.982249,3,11.319526
0.568047,14,11.323338
0.260355,18,11.329464
0.325444,17,11.335065
0.550296,13,11.338982
0.16568,19,11.345062
0.585799,13,11.348955
0.911243,6,11.351942
0.568047,14,11.355931
-1.183432,50,11.372119
0.047337,19,11.37728
-2.159763,49,11.393237
0.609467,12,11.39704
0.52071,15,11.400945
0.343195,18,11.406854
0.911243,6,11.409001
0.83432,8,11.411341
0.609467,12,11.414854
-2.857988,59,11.432429
0.964497,4,11.434354
0.674556,11,11.438119
0.461538,14,11.441918
-0.0,19,11.447912
0.254438,21,11.454901
0.994083,2,11.456042
0.83432,8,11.458604
0.094675,18,11.464292
-0.088757,20,11.471421
0.798817,9,11.474837
0.704142,12,11.478427
-0.680473,29,11.487426
0.402367,16,11.492987
0.289941,16,11.497929
-0.366864,23,11.555744
0.83432,8,11.559031
0.674556,11,11.563247
0.497041,15,11.568554
-0.390533,23,11.57817
-0.704142,27,11.586088
0.674556,11,11.589804
0.289941,16,11.595254
0.786982,9,11.598482
0.733728,10,11.601163
0.230769,17,11.606543
0.940828,5,11.609275
0.017751,21,11.615309
0.047337,19,11.620847
0.83432,8,11.624124
0.029586,21,11.630828
-0.272189,22,11.636978
0.378698,15,11.64212
0.461538,14,11.64751
0.87574,7,11.649279
0.940828,5,11.651701
-0.573964,25,11.65935
0.83432,8,11.662557
0.964497,4,11.663932
0.047337,19,11.669562
0.319527,18,11.674818
-0.650888,26,11.683524
0.994083,2,11.683783
0.668639,12,11.687111
-0.390533,23,11.694633
0.905325,7,11.697498
0.940828,5,11.698784
-0.313609,31,11.708403
-0.840237,34,11.718108
0.011834,19,11.724663
0.964497,4,11.72616
0.591716,14,11.729745
0.911243,6,11.731746
-0.142012,23,11.739181
0.781065,10,11.742132
0.319527,19,11.747784
0.224852,19,11.75313
0.686391,11,11.756426
0.87574,7,11.759118
-0.686391,26,11.766912
0.923077,6,11.768804
-0.272189,22,11.77695
0.118343,18,11.781753
0.64497,12,11.785194
0.680473,12,11.78859
0.544379,14,11.794245
-0.183432,21,11.800042
0.497041,15,11.80504
-0.017751,20,11.810844
0.130178,18,11.816318
0.502959,14,11.820731
0.591716,15,11.824542
0.053254,21,11.831104
-0.372781,25,11.838939
0.207101,17,11.843893
0.378698,15,11.848321
-0.846154,28,11.855912
0.656805,12,11.860204
0.230769,17,11.864822
0.745562,10,11.868075
0.64497,12,11.871878
0.869822,8,11.875205
0.550296,13,11.878736
0.502959,17,11.883328
0.786982,9,11.886191
-1.189349,32,11.897348
0.443787,16,11.901996
0.674556,11,11.905278
-0.301775,24,11.912179
0.301775,16,11.917272
0.911243,6,11.919411
0.940828,5,11.920634
-0.467456,24,11.928279
0.112426,21,11.934604
0.733728,10,11.937757
0.230769,17,11.942863
-0.83432,28,11.951732
0.994083,2,11.952645
0.284024,18,11.958204
0.609467,13,11.961642
0.83432,8,11.96399
0.733728,10,11.968234
0.994083,2,11.968485
0.195266,17,11.973207
0.609467,12,11.976716
0.130178,22,11.983935
0.16568,18,11.988587
0.289941,16,11.993526
0.733728,10,11.996515
0.609467,12,12.000612
0.195266,21,12.006226
-0.384615,24,12.01364
0.556213,14,12.017962
0.195266,20,12.02453
-0.573964,25,12.03132
-0.585799,25,12.038607
1.0,1,12.038752
0.786982,9,12.042863
-0.248521,22,12.048589
0.538462,13,12.05217
0.911243,6,12.054626
0.289941,16,12.060268
0.609467,12,12.063622
0.349112,18,12.068245
0.674556,11,12.071708
0.887574,7,12.075213
0.538462,13,12.078739
-0.325444,25,12.085391
0.940828,5,12.087894
0.887574,7,12.089986
0.923077,6,12.092558
0.142012,19,12.098015
0.532544,15,12.101567
0.87574,7,12.104785
-0.106509,21,12.110698
-0.686391,26,12.118772
-0.183432,21,12.12465
0.911243,6,12.127571
0.408284,17,12.132106
0.964497,4,12.1332
1.0,1,12.133341
0.39645,16,12.13896
-0.011834,19,12.144552
0.059172,22,12.15041
0.686391,11,12.153505
0.378698,15,12.159125
0.940828,5,12.160337
0.982249,3,12.161467
-1.763314,44,12.173344
-0.573964,26,12.181277
0.408284,17,12.186475
0.674556,11,12.189112
0.473373,19,12.194628
0.911243,7,12.197673
0.887574,7,12.199797
0.349112,16,12.204126
0.698225,11,12.206721
0.733728,11,12.210976
0.550296,13,12.214491
0.940828,5,12.216385
0.911243,6,12.2177
0.940828,5,12.220055
0.467456,16,12.224844
0.982249,3,12.226048
0.893491,8,12.228191
-0.408284,24,12.235467
0.87574,7,12.237668
-3.047337,61,12.254594
0.87574,7,12.256936
-0.189349,22,12.263535
0.112426,21,12.270331
0.733728,10,12.272771
0.059172,31,12.28182
0.195266,17,12.287227
0.52071,15,12.291615
0.461538,14,12.295483
0.940828,5,12.297593
0.52071,15,12.301874
0.473373,15,12.30617
0.408284,17,12.311097
0.899408,7,12.313656
0.378698,15,12.318483
0.751479,10,12.320832
0.532544,14,12.325602
0.597633,13,12.329512
0.455621,18,12.335349
0.195266,20,12.341245
0.378698,15,12.345169
0.544379,14,12.349642
0.964497,4,12.351534
-0.183432,21,12.357326
-0.810651,27,12.364803
-0.0,19,12.37016
-0.491124,25,12.377774
-0.514793,25,12.38465
0.674556,11,12.388454
0.461538,14,12.392151
-0.502959,24,12.39982
0.12426,19,12.405197
0.982249,3,12.40623
0.627219,15,12.410885
0.218935,29,12.419318
0.337278,17,12.424028
-0.390533,23,12.430878
0.769231,11,12.434006
0.260355,18,12.439228
-0.455621,24,12.445957
0.64497,12,12.449901
0.733728,10,12.453082
0.887574,7,12.455155
0.928994,6,12.457177
0.094675,18,12.461912
-0.088757,20,12.467712
-0.615385,26,12.476056
0.64497,12,12.479522
0.538462,13,12.482941
0.846154,9,12.485345
-0.272189,22,12.492647
0.094675,23,12.499243
0.87574,7,12.500759
0.87574,7,12.502941
1.0,1,12.503604
0.786982,9,12.506819
0.08284,23,12.512746
0.39645,17,12.518159
0.721893,11,12.521289
0.431953,17,12.526641
0.887574,7,12.527993
0.094675,18,12.533379
0.242604,20,12.539677
-0.065089,21,12.545516
-0.218935,28,12.553288
-0.272189,22,12.559808
-0.029586,20,12.565957
0.798817,9,12.568304
0.550296,16,12.572699
0.568047,14,12.576957
0.786982,9,12.580891
0.668639,13,12.58441
-0.792899,27,12.592016
-0.12426,45,12.604351
0.39645,17,12.609814
0.609467,12,12.61314
0.733728,10,12.616357
0.207101,17,12.620927
0.461538,14,12.625229
0.195266,17,12.630475
0.260355,20,12.636073
-0.443787,45,12.648251
0.964497,4,12.650183
-0.775148,32,12.65914
0.686391,11,12.662523
0.609467,12,12.665913
0.911243,6,12.667986
-0.804734,27,12.67577
0.568047,14,12.679249
0.538462,13,12.683835
0.87574,7,12.686006
0.733728,10,12.689049
0.798817,9,12.691394
0.094675,18,12.696667
-0.12426,20,12.735348
0.04142,21,12.74606
0.047337,19,12.751941
0.455621,16,12.756549
0.455621,16,12.762303
0.378698,15,12.766005
0.384615,17,12.771397
0.431953,24,12.778791
0.408284,16,12.784164
0.674556,11,12.786705
0.976331,4,12.787785
0.360947,17,12.793376
0.87574,7,12.795497
0.112426,21,12.802034
0.609467,12,12.80538
-3.940828,72,12.825241
0.538462,13,12.829768
-0.366864,23,12.836871
0.964497,4,12.837955
0.130178,18,12.843045
-0.609467,25,12.850254
0.550296,13,12.854508
0.609467,12,12.858523
-0.195266,21,12.864204
-0.218935,24,12.871385
0.076923,21,12.877113
-0.745562,54,12.892367
0.940828,5,12.893595
0.64497,12,12.897714
0.585799,13,12.901235
0.994083,2,12.902133
0.289941,16,12.906521
0.538462,13,12.910914
-0.035503,23,12.917204
0.994083,2,12.917456
0.56213,15,12.922177
0.64497,12,12.926427
0.798817,9,12.928977
0.64497,12,12.932314
0.964497,4,12.933422
0.497041,15,12.938744
-0.12426,20,12.944339
-0.893491,29,12.952434
0.579882,15,12.95682
0.911243,7,12.959935
0.538462,13,12.963378
0.899408,7,12.965549
0.272189,19,12.970233
-0.804734,27,12.979182
-0.573964,25,12.986203
-0.088757,20,12.991998
-0.721893,27,12.999444
0.544379,15,13.004536
0.195266,17,13.009232
0.994083,2,13.010261
0.911243,6,13.01157
0.923077,6,13.014572
-0.011834,19,13.019183
0.911243,7,13.021337
0.550296,16,13.026093
0.301775,16,13.031459
0.585799,13,13.034868
0.733728,10,13.037928
0.609467,12,13.041355
0.12426,20,13.047816
0.911243,7,13.049886
0.964497,4,13.051151
0.964497,4,13.052264
0.106509,18,13.057738
0.467456,16,13.062527
0.83432,8,13.064917
0.976331,4,13.066034
0.467456,16,13.071242
0.372781,18,13.076671
0.911243,7,13.078289
0.940828,5,13.080258
0.609467,12,13.084403
0.461538,14,13.088136
0.094675,19,13.093732
0.786982,9,13.09623
0.964497,4,13.09808
0.461538,14,13.102464
0.147929,18,13.107086
0.461538,14,13.111673
0.733728,10,13.11492
0.597633,13,13.118534
0.544379,14,13.122504
0.857988,8,13.125002
0.964497,4,13.127085
0.881657,8,13.129223
-0.183432,21,13.134978
0.266272,17,13.139677
0.668639,13,13.14444
0.408284,17,13.149019
0.230769,21,13.154623
-3.674556,53,13.169244
-0.0,23,13.177014
0.532544,15,13.181233
-0.804734,27,13.189364
0.118343,18,13.19408
-0.668639,26,13.202399
0.923077,6,13.203858
-0.443787,24,13.210547
0.236686,18,13.215853
0.609467,12,13.219928
0.609467,12,13.223295
0.840237,8,13.225587
-0.272189,22,13.231777
0.047337,19,13.238
0.195266,17,13.242772
-0.12426,21,13.248656
0.195266,17,13.253933
-0.289941,24,13.261384
0.769231,10,13.263818
-0.011834,19,13.269634
0.538462,13,13.273168
-0.12426,20,13.279591
-0.017751,28,13.287335
0.408284,16,13.291907
0.733728,10,13.295131
0.195266,17,13.300416
0.414201,15,13.305202
0.597633,13,13.309052
-0.804734,27,13.316761
0.798817,9,13.319845
0.982249,3,13.320857
0.87574,7,13.322324
0.923077,6,13.324445
-0.301775,73,13.345735
0.343195,18,13.351149
0.585799,13,13.354493
0.467456,17,13.359113
0.911243,6,13.362146
-0.278107,23,13.367994
0.798817,9,13.371091
0.568047,14,13.37486
-0.088757,20,13.381235
0.674556,11,13.384472
0.378698,15,13.388818
0.497041,15,13.392602
0.923077,6,13.39531
0.964497,4,13.396598
0.869822,9,13.398861
0.378698,15,13.403369
-0.284024,22,13.409934
-0.005917,20,13.415336
0.715976,12,13.418874
0.786982,9,13.421949
0.982249,3,13.422978
0.964497,4,13.424368
0.43787,15,13.428616
0.733728,10,13.431789
0.467456,16,13.437297
-4.781065,83,13.459889
0.065089,21,13.466738
0.940828,5,13.468115
0.461538,15,13.473049
0.64497,12,13.476514
0.106509,19,13.48131
0.343195,18,13.486688
0.313609,20,13.492956
0.786982,9,13.495323
0.071006,19,13.500657
0.786982,9,13.503173
-0.372781,23,13.510545
0.982249,3,13.511548
0.177515,18,13.516173
0.698225,13,13.519697
0.786982,9,13.523367
0.408284,16,13.5282
0.289941,16,13.53267
0.088757,24,13.539203
0.964497,4,13.541129
0.786982,9,13.54341
0.609467,12,13.546707
-0.710059,26,13.553479
0.674556,11,13.557598
-1.171598,54,13.572777
0.136095,21,13.578576
0.686391,11,13.581909
-0.366864,23,13.588424
0.680473,11,13.591769
0.147929,20,13.597646
0.609467,12,13.600853
0.786982,12,13.604966
0.911243,7,13.607146
-0.686391,26,13.614058
-0.230769,22,13.620657
0.911243,6,13.622692
0.029586,20,13.628184
0.964497,4,13.629418
-4.994083,108,13.659897
0.325444,17,13.665698
0.798817,9,13.668009
-1.153846,49,13.681472
0.301775,16,13.685931
0.64497,12,13.689872
-0.366864,23,13.696605
0.426036,15,13.700933
0.940828,5,13.702201
-0.272189,22,13.708762
0.940828,5,13.710763
0.609467,13,13.714224
0.378698,15,13.719064
0.597633,13,13.723118
0.633136,13,13.726547
0.994083,2,13.727543
-1.443787,37,13.738014
1.0,1,13.738625
-0.0,19,13.744449
0.094675,18,13.749133
0.923077,6,13.751106
0.16568,18,13.756658
0.538462,13,13.760991
0.964497,4,13.762123
0.112426,21,13.768228
0.899408,7,13.77114
1.0,1,13.771291
0.307692,19,13.776864
0.609467,12,13.780216
-0.12426,20,13.786816
0.159763,18,13.79157
0.899408,7,13.793918
0.674556,11,13.797202
0.538462,13,13.802428
-0.094675,22,13.808271
0.64497,12,13.811628
-4.710059,108,13.841423
0.461538,14,13.846343
-10.029586,155,13.88924
0.094675,19,13.894085
0.899408,7,13.896134
0.87574,7,13.899033
0.035503,22,13.904851
-0.905325,28,13.941121
0.745562,10,13.947602
0.461538,14,13.956378
-0.171598,21,13.963364
0.094675,18,13.968129
-0.0,19,13.973675
0.686391,11,13.978
0.230769,17,13.982676
0.544379,14,13.986251
-0.502959,24,13.993186
0.674556,11,13.997742
0.733728,10,14.000886
0.538462,13,14.00444
0.64497,12,14.008013
-0.207101,21,14.01444
-0.633136,29,14.02229
0.87574,7,14.024425
0.87574,7,14.026884
0.87574,7,14.029867
0.011834,19,14.034604
0.544379,14,14.03881
0.816568,10,14.041599
-1.088757,44,14.054296
0.869822,9,14.057422
-0.011834,19,14.062239
0.798817,9,14.065317
0.343195,18,14.070549
0.047337,19,14.076131
0.609467,13,14.079543
0.64497,12,14.083043
1.0,1,14.083579
0.053254,21,14.090035
-1.573964,66,14.108065
0.461538,14,14.112687
0.964497,4,14.114604
0.195266,17,14.119156
0.964497,4,14.120247
0.733728,10,14.122683
0.609467,12,14.126842
0.301775,16,14.13128
0.798817,9,14.134287
0.39645,17,14.138804
0.106509,19,14.145066
0.609467,13,14.148468
0.473373,14,14.15208
0.964497,4,14.153339
0.39645,17,14.159418
-0.272189,22,14.165256
0.786982,9,14.167573
0.83432,8,14.169835
0.982249,3,14.171442
0.597633,13,14.175149
0.64497,12,14.178444
0.538462,13,14.182539
0.343195,18,14.187958
0.846154,8,14.190267
0.83432,8,14.192669
0.87574,7,14.194779
0.674556,11,14.198673
0.343195,18,14.203365
0.87574,7,14.205421
-0.0,19,14.211072
0.538462,13,14.21561
0.798817,9,14.218052
0.597633,13,14.221355
0.538462,13,14.225863
0.142012,22,14.232055
0.982249,3,14.233052
0.307692,19,14.238376
0.769231,10,14.241156
0.786982,9,14.244342
0.704142,13,14.248455
0.994083,2,14.248699
0.83432,8,14.250989
0.710059,11,14.255163
0.538462,13,14.258851
0.378698,15,14.263223
0.011834,20,14.26868
0.662722,15,14.273584
0.609467,12,14.277167
0.550296,13,14.280602
0.538462,13,14.284596
0.87574,7,14.287756
0.964497,4,14.288997
0.781065,10,14.293336
-0.284024,22,14.308921
0.532544,15,14.319569
0.686391,11,14.324872
0.230769,17,14.335318
0.686391,11,14.34062
-0.12426,20,14.353503
0.609467,12,14.359097
0.544379,14,14.365073
0.863905,11,14.372011
0.940828,5,14.375899
0.674556,11,14.382818
-0.011834,19,14.391251
0.633136,13,14.405268
-0.023669,20,14.41695
0.491124,16,14.422384
0.408284,17,14.427845
0.609467,12,14.431544
-0.272189,22,14.438587
0.627219,14,14.443146
0.538462,13,14.446639
0.467456,16,14.451132
-0.366864,23,14.458507
0.798817,9,14.460894
1.0,1,14.461037
0.87574,7,14.463222
0.568047,14,14.468319
0.64497,12,14.47189
0.094675,18,14.476662
0.952663,5,14.477804
0.461538,14,14.482971
0.248521,19,14.488318
-2.550296,70,14.507799
0.585799,13,14.511253
0.674556,11,14.51506
-0.976331,29,14.522872
0.798817,9,14.526161
0.733728,10,14.528628
-1.076923,44,14.541347
0.733728,10,14.544605
0.497041,14,14.548201
0.982249,3,14.549207
0.609467,13,14.553481
-2.840237,76,14.575168
0.378698,15,14.579418
0.408284,17,14.58392
0.633136,13,14.587989
-0.976331,29,14.596351
0.485207,15,14.599974
0.857988,8,14.602128
0.260355,19,14.608464
0.64497,12,14.611858
0.83432,8,14.61413
0.455621,16,14.618835
0.544379,15,14.623732
0.207101,21,14.629364
0.733728,10,14.632481
0.544379,14,14.636093
-7.869822,126,14.672315
0.83432,8,14.674614
0.674556,11,14.677081
0.769231,10,14.68024
0.674556,11,14.684246
0.64497,12,14.687743
0.076923,21,14.69328
0.64497,12,14.69697
0.710059,11,14.700937
0.313609,18,14.705369
-0.91716,41,14.716833
0.769231,10,14.72013
0.408284,17,14.725629
0.798817,9,14.727936
0.940828,5,14.729958
0.798817,9,14.73226
-0.023669,23,14.739796
0.674556,11,14.742605
-0.017751,21,14.748709
0.83432,8,14.751084
0.964497,4,14.752869
0.159763,21,14.758678
0.343195,18,14.763425
0.597633,13,14.767707
0.64497,12,14.771764
0.609467,12,14.775146
0.786982,9,14.777548
0.023669,22,14.783482
0.994083,2,14.785031
0.698225,11,14.788499
0.544379,14,14.792142
1.0,1,14.79228
0.87574,7,14.795152
0.940828,5,14.796652
0.568047,14,14.800763
0.87574,7,14.802918
0.976331,4,14.804603
-0.0,23,14.810438
-1.822485,45,14.823211
0.485207,15,14.826813
0.745562,10,14.83051
0.674556,11,14.833805
0.83432,9,14.836128
0.230769,20,14.84189
0.911243,6,14.843803
0.686391,11,14.847134
0.674556,11,14.850517
0.899408,7,14.852698
0.254438,17,14.858104
0.757396,11,14.861206
0.727811,12,14.864381
-0.12426,20,14.869794
0.005917,25,14.877531
0.343195,18,14.882234
0.769231,10,14.885889
0.378698,15,14.890222
0.556213,14,14.894406
0.911243,7,14.896628
-1.071006,33,14.905391
0.609467,12,14.908779
-0.189349,22,14.915941
0.674556,11,14.918539
0.289941,16,14.923257
0.911243,6,14.925625
0.757396,10,14.928751
0.301775,21,14.93504
0.994083,2,14.935292
0.751479,10,14.938334
-0.088757,20,14.94471
0.733728,10,14.947185
0.508876,15,14.951595
0.047337,19,14.9576
0.047337,19,14.963212
0.372781,17,14.968233
-0.284024,22,14.974417
0.207101,17,14.979052
0.786982,9,14.982742
0.83432,8,14.985064
0.934911,6,14.986308
0.343195,18,14.991926
0.195266,20,14.997981
0.940828,5,14.999288
-0.029586,20,15.004721
0.508876,15,15.009072
0.633136,13,15.013091
-0.372781,25,15.019689
0.461538,14,15.02422
0.674556,11,15.02674
0.532544,14,15.031579
1.0,1,15.031726
-1.491124,40,15.071732
0.585799,13,15.077032
0.189349,26,15.093204
0.094675,18,15.098713
0.609467,12,15.102367
0.538462,13,15.10645
-0.384615,24,15.11409
0.443787,16,15.118526
0.769231,10,15.121144
0.674556,11,15.124396
0.325444,20,15.130898
0.236686,21,15.137261
0.005917,20,15.143037
0.627219,14,15.147334
-2.065089,53,15.162684
0.786982,9,15.165011
-0.112426,45,15.177593
0.786982,9,15.180543
0.408284,17,15.185687
-0.739645,29,15.193611
0.804734,10,15.196862
0.301775,16,15.201169
0.763314,11,15.20422
0.39645,17,15.209718
-1.325444,38,15.219787
0.893491,9,15.222078
0.940828,5,15.225101
0.64497,12,15.228537
0.994083,2,15.228788
0.769231,10,15.231996
-0.207101,21,15.238786
0.426036,15,15.243076
0.538462,13,15.246631
-0.378698,32,15.255257
0.982249,3,15.256905
0.633136,12,15.260227
-0.733728,67,15.278023
-0.189349,21,15.284147
-1.556213,116,15.317981
0.544379,14,15.321471
0.745562,10,15.324821
-0.692308,28,15.332435
-0.461538,24,15.339823
0.005917,21,15.345352
-5.485207,125,15.379243
-0.100592,20,15.384793
0.846154,8,15.387617
0.455621,16,15.39224
0.83432,8,15.394531
0.763314,10,15.397579
0.005917,21,15.404076
0.065089,21,15.40957
-0.035503,20,15.415084
-0.272189,22,15.421533
-3.118343,62,15.439472
0.177515,19,15.445066
0.733728,10,15.447474
0.940828,5,15.449317
-0.804734,27,15.456994
-0.017751,20,15.462441
0.207101,21,15.468831
0.023669,20,15.474357
0.514793,14,15.478571
0.301775,16,15.482928
0.461538,14,15.487098
0.284024,17,15.491741
-0.680473,32,15.500758
0.757396,10,15.503168
0.349112,18,15.50888
0.994083,2,15.509129
0.100592,21,15.516258
0.585799,13,15.519834
-4.502959,81,15.541841
0.497041,15,15.546124
0.39645,17,15.551543
-0.91716,84,15.574638
0.568047,14,15.578735
0.87574,7,15.580068
0.183432,20,15.586256
0.940828,5,15.588213
0.982249,3,15.58856
0.289941,16,15.593192
0.704142,12,15.597605
0.473373,14,15.601812
0.289941,16,15.606202
-7.130178,151,15.647694
-3.266272,64,15.666415
0.349112,17,15.670892
0.609467,12,15.674308
-3.934911,73,15.694642
0.994083,2,15.696415
-0.331361,23,15.702318
-0.384615,25,15.70964
0.568047,15,15.713292
0.83432,8,15.716162
0.414201,15,15.720536
0.544379,14,15.725092
0.83432,8,15.727495
-0.87574,78,15.749628
0.674556,11,15.75285
-0.254438,24,15.759286
0.786982,9,15.761623
0.64497,12,15.765676
0.029586,20,15.77102
0.094675,18,15.777011
-0.242604,22,15.782762
0.597633,13,15.786975
0.674556,11,15.790108
0.609467,12,15.793488
1.0,1,15.793629
0.278107,20,15.8002
0.597633,13,15.804377
0.633136,20,15.810251
0.840237,8,15.812363
0.769231,10,15.815496
-0.053254,21,15.821274
1.0,1,15.822076
0.994083,2,15.822326
0.733728,10,15.826502
0.846154,8,15.828804
0.289941,16,15.833201
0.733728,11,15.835578
-4.307692,64,15.854365
0.751479,12,15.857865
0.733728,10,15.861102
0.87574,7,15.863292
0.130178,18,15.868829
0.964497,4,15.869974
0.538462,13,15.873275
0.686391,11,15.876613
0.378698,15,15.881828
0.609467,12,15.88519
-0.47929,24,15.891784
